Date,Open,High,Low,Close,Volume,Trend,Nextdaytrend
240417,868.44,879.96,866.11,878.93,1696483,1,0
210417,860.62,862.44,857.73,858.95,1172870,0,1
200417,859.74,863.93,857.5,860.08,1188843,1,0
190417,857.38,860.2,853.53,856.51,1080336,0,1
180417,852.54,857.39,851.25,853.99,936201,1,1
170417,841.38,855.64,841.03,855.13,1049125,1,0
130417,841.04,843.73,837.85,840.18,1073650,0,1
120417,838.46,843.72,837.59,841.46,1135775,1,0
110417,841.7,844.63,834.6,839.88,974343,0,1
100417,841.54,846.74,840.79,841.7,1046215,1,0
70417,845,845.88,837.3,842.1,1111610,0,0
60417,849.5,853.59,844,845.1,1533564,0,0
50417,854.71,860.59,847.52,848.91,1855153,0,1
40417,848,853,847.5,852.57,1348494,1,1
30417,848.75,859,847.53,856.75,1969402,1,1
310317,846.83,849.56,845.24,847.8,1440982,1,0
300317,851.98,852,846.77,849.48,949398,0,1
290317,842.75,851.58,841.38,849.87,1457347,1,1
280317,839.69,845.4,832.26,840.63,1519202,1,1
270317,828.09,841.38,824.3,838.51,1935211,1,0
240317,842,844,829.1,835.14,2105682,0,0
230317,841.39,841.69,833,839.65,3287669,0,1
220317,849.48,855.35,847,849.8,1366749,1,0
210317,870.06,873.47,847.69,850.14,2537978,0,0
200317,869.48,870.34,864.66,867.91,1542199,0,0
170317,873.68,874.42,868.37,872.37,1868252,0,0
160317,870.53,872.71,867.52,870,1104452,0,1
150317,867.94,869.88,861.3,868.39,1332885,1,1
140317,863.75,867.58,860.13,865.91,1061692,1,1
130317,860.83,867.13,860.82,864.58,1166605,1,0
100317,862.7,864.23,857.61,861.4,1336585,0,1
90317,853.69,860.71,852.67,857.84,1347697,1,1
80317,853.12,856.93,851.25,853.64,1029834,1,1
70317,847.26,853.33,845.52,851.15,1038696,1,1
60317,846.86,848.94,841.17,847.27,1047872,1,1
30317,848.94,850.82,844.7,849.08,1006612,1,0
20317,856.31,856.49,848.72,849.85,1250938,0,1
10317,851.38,858,849.02,856.75,1818671,1,0
280217,847.35,848.83,841.44,844.93,1383119,0,1
270217,844.95,850.67,843.01,849.67,1010333,1,1
240217,847.65,848.36,842.96,847.81,1346189,1,0
230217,851.08,852.62,842.5,851,1386681,0,1
220217,848,853.79,846.71,851.36,1224889,1,1
210217,847.99,852.2,846.55,849.27,1261062,1,1
170217,841.31,846.94,839.78,846.55,1461210,1,1
160217,838.5,842.69,837.26,842.17,1005084,1,0
150217,838.81,841.77,836.22,837.32,1357185,0,1
140217,839.77,842,835.83,840.03,1363345,1,1
130217,837.7,841.74,836.25,838.96,1295708,1,1
100217,832.95,837.15,830.51,834.85,1415128,1,0
90217,831.73,831.98,826.5,830.06,1194238,0,0
80217,830.53,834.25,825.11,829.88,1302225,0,1
70217,825.5,831.92,823.29,829.23,1666605,1,1
60217,820.92,822.39,814.29,821.62,1350875,1,0
30217,823.13,826.13,819.35,820.13,1528095,0,1
20217,815,824.56,812.05,818.26,1689179,1,0
10217,824,824,812.25,815.24,2251047,0,1
310117,819.5,823.07,813.4,820.19,2020180,1,0
300117,837.06,837.23,821.03,823.83,3516933,0,0
270117,859,867,841.9,845.03,3752497,0,0
260117,859.05,861,850.52,856.98,3493251,0,1
250117,853.55,858.79,849.74,858.45,1662148,1,1
240117,846.98,851.52,842.28,849.53,1688375,1,1
230117,831.61,845.54,828.7,844.43,2457377,1,0
200117,829.09,829.24,824.6,828.17,1306183,0,0
190117,829,833,823.96,824.37,1070454,0,0
180117,829.8,829.81,824.08,829.02,1027698,0,0
170117,830,830.18,823.2,827.46,1440905,0,0
130117,831,834.65,829.52,830.94,1290182,0,1
120117,828.38,830.38,821.01,829.53,1350308,1,1
110117,826.62,829.9,821.47,829.86,1325394,1,0
100117,827.07,829.41,823.14,826.01,1197442,0,1
90117,826.37,830.43,821.62,827.18,1408924,1,1
60117,814.99,828.96,811.5,825.21,2017097,1,1
50117,807.5,813.74,805.92,813.02,1340535,1,0
40117,809.89,813.43,804.11,807.77,1515339,0,1
30117,800.62,811.44,796.89,808.01,1959033,1,0
301216,803.21,803.28,789.62,792.45,1735879,0,1
291216,802.33,805.75,798.14,802.88,1057392,1,0
281216,813.33,813.33,802.44,804.57,1214756,0,1
271216,808.68,816,805.8,809.93,975962,1,0
231216,808.01,810.97,805.11,807.8,765537,0,1
221216,809.1,811.07,806.03,809.68,1132119,1,0
211216,815.72,815.72,805.1,812.2,1459628,0,1
201216,813.37,816.49,811,815.2,1271883,1,1
191216,809.28,816.22,804.5,812.5,1263581,1,0
161216,818.31,819.2,808.12,809.84,2598866,0,0
151216,817.36,823,812,815.65,1769719,0,1
141216,815.92,824.26,812.78,817.89,1799654,1,1
131216,812.39,824.3,811.94,815.34,2128210,1,1
121216,804.82,811.35,804.53,807.9,1628602,1,1
91216,799.3,809.95,798.05,809.45,1904463,1,1
81216,792.95,799,787.9,795.17,1612531,1,1
71216,779.95,792,773.53,791.47,2029415,1,0
61216,780.19,785.28,773.32,776.18,1734099,0,1
51216,770,780,766.97,778.22,1688473,1,1
21216,761.9,770.5,759,764.46,1718846,1,0
11216,778.55,778.6,753.36,764.33,2867074,0,0
301116,789.1,791.51,773.14,775.88,2279054,0,1
291116,788.38,796.44,785.34,789.44,1561981,1,1
281116,778.35,799.74,778.1,785.79,2575432,1,0
251116,782.61,782.9,778.19,780.23,613549,0,0
231116,789.52,789.52,772.65,779,1312981,0,0
221116,788.99,793.77,783.74,785,1394174,0,1
211116,778.1,786.55,776.3,784.8,1630835,1,0
181116,787.17,791.29,775.35,775.97,1806264,0,1
171116,782.5,788.9,779.85,786.16,1533679,1,1
161116,770.42,783.5,766.33,779.98,1798360,1,1
151116,765.47,780.24,765.22,775.16,2943889,1,0
141116,771.76,771.78,743.59,753.22,3688274,0,0
111116,776.81,777.29,765.54,771.75,3592641,0,0
101116,810,810.06,768.23,780.29,5909609,0,1
91116,801.83,811.71,792.04,805.59,3098510,1,1
81116,802.03,816.04,799.62,811.98,1769069,1,1
71116,794.95,805,792.9,802.03,1992570,1,1
41116,771.3,788.48,771,781.1,1970603,1,0
31116,784.5,790,778.63,782.19,2175216,0,0
21116,806.76,806.76,785,788.42,2350736,0,0
11116,810.87,813.96,798.26,805.48,2355890,0,0
311016,822.43,822.63,808,809.9,2242679,0,0
281016,829.94,839,817,819.56,4354884,0,0
271016,823.01,826.58,814.61,817.35,2973486,0,0
261016,827.12,827.71,816.35,822.1,1794868,0,0
251016,838.5,838.5,825.3,828.55,1890712,0,1
241016,830.09,837.94,829.04,835.74,1447616,1,1
211016,820,824.29,818.31,824.06,1615814,1,0
201016,827.56,828.46,820.55,821.63,1393870,0,1
191016,824.52,829.81,823.2,827.09,1500142,1,1
181016,814.21,828.81,813.33,821.49,2289265,1,1
171016,805.99,813.49,803.83,806.84,1056367,1,0
141016,807.45,810.09,802.32,804.6,1111934,0,0
131016,806.07,806.56,798.62,804.08,1368981,0,0
121016,811.96,814.5,808.55,811.77,907876,0,0
111016,814.17,819.86,807.37,809.57,1721575,0,1
101016,803.93,817.38,802.24,814.17,1496115,1,0
71016,805.93,805.94,796.82,800.71,1163899,0,0
61016,804.08,806.94,800.51,803.08,1099909,0,0
51016,806,808.5,800.71,801.23,1213820,0,0
41016,805,806.5,799.67,802.79,1258706,0,0
31016,802.55,803.54,796.23,800.38,1489212,0,1
300916,803.6,808.09,801.5,804.06,1660201,1,0
290916,807.23,813.91,800.86,802.64,1349974,0,1
280916,804.08,810.25,802.78,810.06,1470280,1,1
270916,801.83,813.49,801.83,810.73,1367271,1,0
260916,809.82,810.08,800.45,802.65,1472732,0,0
230916,815.14,817,812.73,814.96,1411673,0,1
220916,810,819.06,807.71,815.95,1759290,1,1
210916,801.26,805.91,796.03,805.03,1348476,1,0
200916,800,802.75,798.26,799.78,1050041,0,0
190916,801.11,803.99,793.56,795.39,1149522,0,0
160916,799.02,799.02,793.62,797.97,2130571,0,1
150916,790.01,803.64,788.66,801.23,1566360,1,1
140916,787.53,796.33,787.53,790.46,1313912,1,0
130916,794.01,795.79,784.33,788.72,1809044,0,1
120916,784.52,800.17,783.5,798.82,1863737,1,0
90916,798.77,801.75,788.05,788.48,1887633,0,0
80916,805.22,808.42,801.01,802.84,1177660,0,1
70916,807.93,810.6,803.72,807.99,1145724,1,1
60916,798.39,810.89,795.43,808.02,1989537,1,1
20916,795.27,797.1,793.26,796.87,1347368,1,0
10916,791.98,792.89,786.33,791.4,1303460,0,1
310816,789.6,791.57,787.2,789.85,1071420,1,0
300816,792.88,798,789.47,791.92,1167413,0,1
290816,793.05,798.52,790.32,795.82,773698,1,1
260816,792.49,799.4,789.41,793.22,1248881,1,0
250816,792,794.72,787.23,791.3,1202680,0,0
240816,796.86,798.46,790.76,793.6,1284437,0,0
230816,800.48,801,795.99,796.59,917513,0,0
220816,798.51,799.3,794.33,796.95,853365,0,0
190816,799.79,801.23,796.88,799.65,1120763,0,0
180816,805.36,808,801.63,802.75,865160,0,1
170816,800,805.63,796.3,805.42,1066070,1,0
160816,803.5,804.26,797,801.19,1057897,0,0
150816,807.21,811.36,804.03,805.96,930074,0,1
120816,805.09,807.19,803.64,807.05,897283,1,0
110816,810.47,813.88,806,808.2,1282274,0,1
100816,807.05,810.88,806.49,808.49,918514,1,1
90816,804.49,813.33,804.06,807.48,1607685,1,0
80816,806,807.6,801.69,805.23,1221609,0,1
50816,800.11,807.22,797.81,806.93,1807271,1,0
40816,798.24,800.2,793.92,797.25,1076031,0,1
30816,796.47,799.54,793.02,798.92,1461025,1,1
20816,797.33,802.32,794.53,800.12,1996354,1,1
10816,786.67,807.49,785.04,800.94,3029658,1,0
290716,797.71,803.94,790,791.34,5090527,0,0
280716,768.84,768.97,759.09,765.84,3673221,0,1
270716,758.97,764.45,755.93,761.97,1608589,1,1
260716,757.52,759.26,752.75,757.65,1189573,1,0
250716,757.68,759.82,754.07,757.52,1073310,0,1
220716,757.32,759.45,752.66,759.28,1046024,1,0
210716,757,758.15,751.52,754.41,953053,0,1
200716,754.05,760.64,754.05,757.08,1125117,1,1
190716,749.87,756.59,748.49,753.41,1521795,1,1
180716,737.91,755.14,736.51,753.2,1934900,1,0
150716,741,741,734.64,735.63,1617087,0,1
140716,733.94,736.14,730.59,735.8,1070351,1,0
130716,735.52,735.52,729.02,729.48,1021827,0,1
120716,731.92,735.6,727.5,732.51,1328680,1,1
110716,719.42,728.93,718.86,727.2,1441113,1,1
80716,710.56,717.9,708.11,717.78,1497323,1,0
70716,710.11,710.17,700.67,707.26,1058698,0,1
60716,699.84,713,699,708.97,1445126,1,0
50716,705.01,708.12,699.13,704.89,1422028,0,1
10716,705.1,712.53,703.73,710.25,1549160,1,1
300616,697.65,703.77,694.9,703.53,2112513,1,1
290616,694.26,699.5,692.68,695.19,2156218,1,0
280616,691.37,692.74,684.85,691.26,1912280,0,0
270616,682.49,683.32,672.66,681.14,2919486,0,0
240616,690.17,705,684.91,685.2,4771780,0,1
230616,710.55,714.88,700.25,714.87,2125028,1,0
220616,714.05,714.21,705.88,710.47,1452884,0,0
210616,710.05,715.38,704.66,708.88,1515918,0,0
200616,710.31,715.87,705.41,706.13,2282725,0,0
170616,721.39,721.39,701.12,704.25,4113085,0,0
160616,727.96,730.39,715.54,724.25,2250083,0,0
150616,734.92,737.15,731.31,732.19,1161701,0,1
140616,729.31,736,726.5,733.25,1329176,1,1
130616,729.82,739,729.82,731.88,1167736,1,0
100616,735.95,739.64,730.51,733.19,1452456,0,1
90616,737.07,743.93,736.5,742.52,958963,1,1
80616,739.5,743.81,735.76,742.93,1615727,1,0
70616,733.27,736.71,730.8,731.09,1215741,0,0
60616,738.5,738.5,728.29,730.06,1499648,0,0
30616,741.49,741.49,733.91,735.86,1230376,0,0
20616,746.1,747.3,737,744.27,1695824,0,0
10616,748.47,751.37,744.34,748.46,1039847,0,1
310516,748.76,753.48,745.57,748.85,2124248,1,1
270516,737.51,747.91,737.01,747.6,1738913,1,1
260516,736,741.1,733,736.93,1298295,1,1
250516,735,739.89,732.6,738.1,1610773,1,1
240516,719.85,734.2,719.64,733.03,1890195,1,0
230516,719.98,723.5,716.94,717.25,1233407,0,1
200516,716.46,727.7,715.01,721.71,1722506,1,0
190516,718.3,720.5,710.3,715.31,1495741,0,1
180516,718.5,725.57,715.02,721.78,1620691,1,0
170516,731.06,735.85,718,720.19,1667998,0,1
160516,724.32,732.68,720,730.3,1124220,1,0
130516,726.62,731.29,723.51,724.83,1241301,0,0
120516,732,735.37,724.27,728.07,1352779,0,0
110516,740.52,740.8,727.9,730.55,1484998,0,1
100516,734.96,740,731.61,739.38,1627899,1,1
90516,726.7,734.29,723.5,729.13,1898866,1,1
60516,712.2,725.99,711.95,725.18,1982458,1,0
50516,715,717.55,709.45,714.71,1479828,0,1
40516,706.77,715.05,704.05,711.37,1610174,1,0
30516,712.5,713.37,707.33,708.44,1922797,0,1
20516,711.92,715.41,706.36,714.41,1672285,1,1
290416,704.12,712.11,703.78,707.88,2906358,1,0
280416,723.29,729.26,703.2,705.06,3114203,0,0
270416,725.32,727.15,709.08,721.46,3289534,0,0
260416,744.42,745.59,720.32,725.37,2754324,0,1
250416,735.35,744.88,735.1,742.21,2469163,1,0
220416,743.91,753.92,730.37,737.77,6978506,0,1
210416,777.31,781.68,771.55,780,3326803,1,0
200416,779.16,779.66,771.27,774.92,1706231,0,0
190416,790.5,790.95,770.27,776.25,2191366,0,1
180416,780.19,788.55,777.61,787.68,1669701,1,1
150416,775.5,780.93,774.93,780,1555865,1,1
140416,775.36,779.61,773.22,775.39,1348011,1,1
130416,770.31,775.75,764.59,771.91,1768980,1,1
120416,758.43,764.92,751.56,764.32,1366559,1,0
110416,765.45,767.22,757.34,757.54,1584036,0,0
80416,765.87,767.13,755.77,759.47,1171738,0,0
70416,765.32,769.36,757.5,760.12,1254028,0,1
60416,757.84,768.42,756.3,768.07,1257118,1,1
50416,758.13,762.87,755.6,758.57,1222147,1,0
40416,769.51,772.44,761.78,765.12,1343934,0,1
10416,757.16,770.04,755.2,769.67,1581222,1,0
310316,768.34,769.08,758.25,762.9,1623821,0,1
300316,768.21,777.31,767.58,768.34,2017229,1,1
290316,753.68,767.18,748.29,765.89,1987121,1,0
280316,756.17,758.3,752.04,753.28,1082515,0,1
240316,751.2,757.56,750.5,754.84,1528469,1,0
230316,763.35,765.39,756.03,757.56,1224825,0,1
220316,758.44,765,757.88,760.05,1103115,1,1
210316,753.91,763.34,751.27,762.16,1435734,1,0
180316,761.63,762.14,751.82,755.41,2811069,0,1
170316,757.65,765.34,757.36,758.48,2227322,1,1
160316,749.05,759,746.5,757.36,1447671,1,1
150316,746.02,753.01,742.84,750.57,1491578,1,1
140316,744.97,754.26,743.66,750.24,1639483,1,1
110316,739.95,744.9,736.7,744.87,1727331,1,1
100316,727.79,736.54,723.29,732.17,2228566,1,1
90316,715.16,726.24,712.66,725.41,1954640,1,1
80316,708.39,722.25,704,713.53,2537925,1,0
70316,725.15,727.21,705.14,712.8,3084522,0,0
40316,734.8,735,725.62,730.22,2421300,0,0
30316,739.48,741,729.63,731.59,2025353,0,0
20316,742.87,743.12,733.25,739.48,1781343,0,1
10316,721.3,742.33,718.64,742.17,3001329,1,0
290216,721,730.6,716.84,717.22,2237474,0,0
260216,733.6,736.16,721.94,724.86,2120631,0,1
250216,722.93,729.51,713.23,729.12,1798643,1,1
240216,710.61,721.22,702.02,720.9,1833671,1,0
230216,726.1,730.9,715.67,717.29,2053583,0,0
220216,729.51,734.84,723.45,729.05,1850912,0,1
190216,715.9,724.03,713.12,722.11,1721784,1,0
180216,733.96,736,715.55,717.51,2330509,0,1
170216,727,733.76,716.61,731.97,2437275,1,0
160216,718.65,722.88,710.18,717.64,2151167,0,0
120216,712.21,716,701.58,706.89,2317193,0,1
110216,696.34,712.32,691.19,706.36,3227256,1,0
100216,711.79,723.22,705.39,706.85,3011661,0,1
90216,692.95,720.96,688.5,701.02,4197924,1,1
80216,687.68,704.52,682.01,704.16,4438257,1,0
50216,725.5,726.72,700.14,703.76,5444953,0,0
40216,744.59,745.24,722.6,730.03,5214827,0,0
30216,786.28,791.43,736.26,749.38,6543977,0,0
20216,800.5,810.35,780.6,780.91,6776535,0,0
10216,771.26,777.59,761.38,770.77,5102641,0,1
290116,748.96,765.1,744.2,761.35,3759222,1,1
280116,738.19,751.16,730.6,748.3,3093589,1,0
270116,735.89,735.89,713.45,717.58,2082928,0,0
260116,735.21,739.46,726.97,733.79,1543054,0,0
250116,743.84,752.46,732.5,733.62,2259778,0,1
220116,742,748.56,740.5,745.46,2350965,1,1
210116,720.17,737.67,711.11,726.67,2594281,1,1
200116,705.9,726.95,687.78,718.56,4114182,1,0
190116,720.15,725.35,709.85,719.08,2408193,0,1
150116,709.99,724.16,701.51,710.49,3777815,1,1
140116,724.44,739.89,705,731.39,2755725,1,0
130116,749.34,753,716.78,719.57,2554586,0,1
120116,740.75,748.34,736.43,745.34,2340753,1,1
110116,731.95,735.08,719.56,733.07,2544806,1,0
80116,747.8,750.12,728.92,730.91,2375348,0,0
70116,746.49,755.31,735.28,741,3156563,0,1
60116,750.37,765.73,748,759.33,2410301,1,0
50116,764.1,769.2,755.65,761.53,2260795,0,0
40116,762.2,762.2,747.54,759.44,3352912,0,0
311215,787.82,788.33,777.32,778.01,1637561,0,0
301215,793.96,796.46,787.2,790.3,1428280,0,1
291215,786.99,798.69,786.2,793.96,1921480,1,1
281215,770,782.82,767.73,782.24,1557755,1,0
241215,768.52,769.2,764.39,765.84,521141,0,0
231215,770.69,771.9,757.65,768.51,1529742,0,1
221215,764.27,770.34,761.2,767.13,1816935,1,0
211215,763.05,766.35,754.15,760.8,1742368,0,0
181215,767.23,774.14,756.59,756.85,3389702,0,0
171215,781.16,781.59,769.3,769.83,1825538,0,1
161215,766.57,781.5,757.04,776.59,2656010,1,0
151215,767.79,774.75,758,760.09,2469319,0,1
141215,751.26,764.15,736.26,762.54,2693160,1,1
111215,749,757.44,748.65,750.42,2159164,1,0
101215,763.59,766.07,755,760.04,1622940,0,0
91215,771.1,776.09,752.01,762.55,2327471,0,1
81215,764.5,778.65,762.52,775.14,1554121,1,0
71215,780.06,781,766.72,772.99,1831287,0,1
41215,769.71,782.42,765.51,779.21,2489998,1,0
31215,780.56,784.48,762.45,768.2,2097494,0,0
21215,785.25,793.05,776.43,777.85,2333578,0,1
11215,766.94,785,765.95,783.79,2014110,1,0
301115,771.87,775.03,761.12,762.85,1597322,0,1
271115,769.16,774,767,771.97,722319,1,0
251115,771.69,773,766.53,769.26,1180643,0,0
241115,772.96,775.99,758.11,769.63,2361490,0,0
231115,777.47,782.9,773.51,776.7,1730626,0,1
201115,769.3,779.32,764.1,777,2766452,1,1
191115,759.78,763.23,757.23,759.94,1401779,1,1
181115,749.57,761.1,747.39,760.01,1798877,1,0
171115,752.47,754.95,744.05,745.98,1925901,0,1
161115,740.21,751.71,734.33,750.42,2519424,1,0
131115,754.04,755.33,739.47,740.07,2374561,0,0
121115,760.18,765.8,755.86,756.53,1604146,0,1
111115,762.38,769.08,759.75,765.25,2093287,1,1
101115,753.48,760.6,748.41,758.26,1477669,1,0
91115,758.52,763.3,749.11,754.77,1775525,0,1
61115,759.39,763.02,755.03,761.6,1673013,1,1
51115,758.81,766.35,757.47,760.67,2271675,1,1
41115,749.9,759.9,749.2,755.31,2083374,1,1
31115,745.43,751.7,741.16,748.82,1807488,1,1
21115,734.53,748.18,731.45,747.74,1980977,1,0
301015,745.56,746.31,736.53,737.39,1991811,0,1
291015,736.63,746.79,735.16,744.85,1822826,1,1
281015,733,737.37,727.27,736.92,1964310,1,1
271015,726.57,735.96,724.14,732.82,1923970,1,1
261015,720.02,734.95,720.02,731.12,2402045,1,0
231015,750.06,752.5,717.94,719.33,6307414,0,1
221015,675.44,688.05,671.7,681.14,4132551,1,0
211015,683.21,684.9,670.7,671.8,1597571,0,0
201015,697.89,698,673.68,680,2613344,0,1
191015,694,700.24,692.21,699.95,1494286,1,0
161015,695.4,696.22,689.1,695.32,1810998,0,1
151015,685.25,694.16,684.39,693.02,2343459,1,0
141015,683.73,690.04,678.9,680.41,1562196,0,1
131015,674.26,688.46,673.11,683.17,2096308,1,1
121015,669.19,677.98,667.24,676.43,1330987,1,1
91015,667.49,674.08,662.36,671.24,1597534,1,0
81015,669.45,671.89,654.49,667,1961858,0,0
71015,677.4,678.74,658.11,670,2186605,0,1
61015,669.35,678.8,663.08,671.64,2138738,1,1
51015,661.6,673.03,655.87,671.68,1873783,1,1
21015,638.01,658.26,633.5,656.99,2439435,1,1
11015,637.94,643.84,631.12,642,2125315,1,1
300915,631.83,639.31,629.15,638.37,2647655,1,0
290915,625.5,634.68,618.03,622.61,2106466,0,0
280915,639.05,642.85,617.84,624.25,2382300,0,0
250915,658.58,658.58,639.66,640.15,2423992,0,1
240915,648.97,656.77,642.16,654.91,1934639,1,1
230915,652.9,660.28,650.73,653.29,1457995,1,0
220915,657.47,658.82,645.03,653.2,2718081,0,1
210915,665.51,669,658,666.98,1954667,1,0
180915,665.06,669.84,660.03,660.92,3627210,0,1
170915,667.49,681.99,665,671.67,2387605,1,0
160915,665.55,668.07,662.2,665.52,1312598,0,1
150915,656.71,668.85,653.34,665.07,1777320,1,0
140915,655.63,655.92,649.5,652.47,1497627,0,1
110915,650.21,655.31,647.41,655.3,1744615,1,1
100915,643.9,654.9,641.7,651.08,1384602,1,0
90915,651.88,657.36,640.9,643.41,2048908,0,1
80915,641,645.04,632.9,643.88,1954648,1,0
40915,629.7,634.5,626.5,628.96,2024990,0,0
30915,647.93,651.25,633.81,637.05,1728562,0,1
20915,638,645.06,630.64,644.91,1881489,1,0
10915,633.81,644.44,625.06,629.56,2572884,0,0
310815,654.34,664.41,646.35,647.82,1946844,0,0
280815,665.76,667,653.75,659.69,1941833,0,0
270815,671.99,673.98,651.1,667.96,2948736,0,1
260815,643.1,662.48,630.37,659.74,4386985,1,0
250815,646.47,647,611.67,612.47,3571469,0,1
240815,600.6,644.33,593.09,618.11,6489430,1,0
210815,671.04,672.89,643.1,644.03,4593970,0,0
200815,689.1,696.16,675.28,679.48,2889877,0,1
190815,690.11,700.2,686.8,694.04,2509697,1,0
180815,691.07,695.76,685.32,688.73,1385544,0,1
170815,688.04,694.74,683.06,694.11,1233951,1,1
140815,684.04,692.26,682.9,689.37,1379855,1,0
130815,689.2,694.03,682.18,686.51,1817748,0,0
120815,694.49,696,680.51,691.47,2932328,0,0
110815,699.58,704,684.32,690.3,5494011,0,0
100815,667.09,671.62,660.23,663.14,1722915,0,0
70815,667.78,668.8,658.87,664.39,1377152,0,0
60815,673.99,674.75,660.73,670.15,2032984,0,1
50815,665.75,679.91,665.58,673.29,1822387,1,0
40815,664.34,668,660.51,661.28,1309410,0,1
30815,657.66,666.67,657.66,664.72,1567407,1,0
310715,664.7,665,657.2,657.5,1746094,0,1
300715,657.44,668.05,651.69,664.56,1980345,1,0
290715,662.26,663.33,652.84,661.43,1837805,0,0
280715,661.76,664.1,653.41,659.66,1718193,0,1
270715,651.57,667.07,651.55,658.27,2919110,1,0
240715,676.77,677.79,653.18,654.77,4131137,0,0
230715,691.85,696.07,671.59,674.73,3811598,0,1
220715,694.02,713.33,691.62,695.1,4154987,1,1
210715,684.88,705.6,684.15,695.35,3780230,1,1
200715,688.98,697.8,681.77,692.84,5121752,1,1
170715,680,703,678,699.62,12858136,1,1
160715,589.5,604.5,587.92,601.78,5632054,1,1
150715,583.74,588.69,580.21,583.96,2073330,1,1
140715,574.5,589.71,574.17,584.18,3741583,1,1
130715,559.51,572.85,558.7,571.73,2089641,1,1
100715,553.71,559.29,552,556.11,2171750,1,0
90715,548.65,548.88,544.62,544.65,1488324,0,0
80715,545.6,548.28,541.2,541.7,1383065,0,1
70715,547.43,551,539.85,550.03,1679759,1,1
60715,542.25,548.58,542.1,545.62,1280687,1,1
20715,544.74,548,543.57,547.34,1406213,1,0
10715,543.66,545.81,539.76,543.3,1537973,0,0
300615,545.09,545.9,539.54,540.04,1725464,0,0
290615,546.75,550.9,540.24,541.25,1887816,0,0
260615,559.71,560,551.85,553.06,2183753,0,0
250615,560.3,563.14,557.46,557.95,1335270,0,0
240615,562.48,562.64,556.81,558.57,1446156,0,1
230615,559.79,564.9,557.15,563.39,1569808,1,1
220615,559.41,565.61,558.91,559.68,1737569,1,1
190615,556.52,557.91,552.26,557.52,2964489,1,1
180615,548,557.25,548,556.18,2059603,1,1
170615,545.42,548.36,541.81,546.6,1222049,1,1
160615,544.48,546.69,541.57,544.87,1626349,1,1
150615,542.73,544.05,539.21,543,1357481,1,1
120615,547.15,548.85,545.63,547.47,1273383,1,0
110615,554.49,554.83,549.17,550.04,1293560,0,1
100615,545.7,554.78,545.11,552.6,1515805,1,0
90615,543.42,544.84,538.85,542.16,1500846,0,0
80615,549.61,549.87,542.95,543.48,1366816,0,0
50615,552,553.33,547.38,549.53,1219841,0,0
40615,552.18,555.96,549.12,551.69,1343317,0,1
30615,555.1,557.99,552.15,555.29,1335479,1,1
20615,547.43,558.79,546.55,553.95,1592828,1,1
10615,548.73,550.57,543.58,549.21,1660500,1,0
290515,553.2,553.94,545.04,545.32,2172282,0,1
280515,553.79,555.76,550.8,554.18,1177318,1,1
270515,548.68,555.29,546.58,554.25,1742237,1,0
260515,552.58,553.33,542.97,547.19,1873709,0,1
220515,554.46,558.24,553.62,554.52,1213288,1,1
210515,550.2,557.61,549.3,556.81,1708512,1,1
200515,550.92,556.06,545.1,552.51,1541962,1,1
190515,548,553.4,547.12,549.28,2356274,1,1
180515,543.82,548.34,542.25,546.67,1335256,1,0
150515,550.39,550.6,542.5,546.49,1671977,0,1
140515,543.97,549.69,542.5,549.2,1586833,1,0
130515,540.47,543.84,538.98,539.49,1211920,0,0
120515,542.81,542.96,535,538.73,1764123,0,0
110515,548.49,553.37,545.6,545.78,1092923,0,1
80515,548.87,552.8,548.03,548.95,1411264,1,1
70515,535.9,545.2,533.45,542.04,1592220,1,0
60515,542.64,543.93,532.24,535.08,1951728,0,0
50515,550.16,552.61,542.37,543.04,1426417,0,1
40515,550.99,556.69,547.39,552.84,1762952,1,1
10515,550.51,551.22,543.85,551.16,1828566,1,0
300415,558.56,561.11,546.72,548.77,2362024,0,1
290415,560.51,565.84,559,561.39,1681064,1,1
280415,564.32,567.83,560.96,564.37,1859787,1,0
270415,572.77,575.52,562.3,566.12,2403105,0,0
240415,580.05,584.7,568.35,573.66,4608403,0,1
230415,550.41,561.17,550.08,557.46,3909155,1,1
220415,543.06,551,541.32,549.18,1590320,1,0
210415,546.31,547.77,542.21,542.92,1456387,0,1
200415,533.75,545.8,533.35,544.53,1926064,1,0
170415,537.31,539.8,529,532.74,2461698,0,1
160415,538.35,545.23,538.1,543.52,1586088,1,1
150415,537.96,543.19,532.37,541.04,2348087,1,0
140415,546.57,546.57,535.74,539.78,2360329,0,1
130415,547.05,553.27,546.3,548.64,1466277,1,0
100415,549.57,549.85,544.98,548.54,1305219,0,0
90415,549.21,549.37,541.95,548.02,1618299,0,1
80415,546,551.5,546,548.84,1419316,1,0
70415,544.99,550.16,543.58,544.86,1365916,0,1
60415,538.84,545.54,535.7,543.95,1685894,1,0
20415,547.41,548,540.44,541.31,2388019,0,0
10415,554.83,558.5,546.03,549.49,1945090,0,0
310315,557.94,562.45,554.67,554.7,1746622,0,1
300315,560.25,562.16,556.79,561.14,1239350,1,0
270315,561.83,564.07,556.93,557.55,1727629,0,0
260315,564.65,567.19,558.31,563.64,2492141,0,0
250315,577.57,580.07,567,567,2653451,0,1
240315,568.54,581.88,568.09,577.54,3957844,1,0
230315,566,569.64,563.06,565.37,1511686,0,0
200315,566.71,567.1,564.48,564.95,2216038,0,0
